"","Site","Plot","TIMESTAMP","Instrument","Instrument_ID","Sensor_ID","Location","Value","research_name","ID","F_OOB","F_OOS"
"1479","GCW","W",2022-06-16 09:30:00,"CS EE181",NA,NA,NA,23.67,"wx_tempavg15","6c7598da610d3111",0,0
"1480","GCW","W",2022-06-16 09:45:00,"CS EE181",NA,NA,NA,23.45,"wx_tempavg15","cfd07ba2e31d8966",0,0
"1481","GCW","W",2022-06-16 10:00:00,"CS EE181",NA,NA,NA,22.11,"wx_tempavg15","b1cd3ef327bee96a",0,0
"1482","GCW","W",2022-06-16 10:15:00,"CS EE181",NA,NA,NA,21.67,"wx_tempavg15","1531c8d8ecef4b2c",0,0
"1483","GCW","W",2022-06-16 10:30:00,"CS EE181",NA,NA,NA,22.54,"wx_tempavg15","24cb41a0d8daa52c",0,0
"1484","GCW","W",2022-06-16 10:45:00,"CS EE181",NA,NA,NA,22.41,"wx_tempavg15","db061675c1d3b7d9",0,0
"1485","GCW","W",2022-06-16 11:00:00,"CS EE181",NA,NA,NA,22.36,"wx_tempavg15","f2458971bdd25f58",0,0
"1486","GCW","W",2022-06-16 11:15:00,"CS EE181",NA,NA,NA,23.29,"wx_tempavg15","0e6dd1184e349c1b",0,0
"1487","GCW","W",2022-06-16 11:30:00,"CS EE181",NA,NA,NA,24.05,"wx_tempavg15","4a5a24e83ee1489f",0,0
"1488","GCW","W",2022-06-16 11:45:00,"CS EE181",NA,NA,NA,24.5,"wx_tempavg15","7a27b9c086d44481",0,0
"1489","GCW","W",2022-06-16 12:00:00,"CS EE181",NA,NA,NA,24.14,"wx_tempavg15","816f0fbb19fe3db8",0,0
"1490","GCW","W",2022-06-16 12:15:00,"CS EE181",NA,NA,NA,23.87,"wx_tempavg15","b5ada444ee023f6e",0,0
"1491","GCW","W",2022-06-16 12:30:00,"CS EE181",NA,NA,NA,23.83,"wx_tempavg15","647372c165e26dee",0,0
"1492","GCW","W",2022-06-16 12:45:00,"CS EE181",NA,NA,NA,24.26,"wx_tempavg15","33f6541788529d8c",0,0
"1493","GCW","W",2022-06-16 13:00:00,"CS EE181",NA,NA,NA,24.9,"wx_tempavg15","cb2a72f1da8624f4",0,0
"1494","GCW","W",2022-06-16 13:15:00,"CS EE181",NA,NA,NA,25.31,"wx_tempavg15","f272ec73429f6422",0,0
"1495","GCW","W",2022-06-16 13:30:00,"CS EE181",NA,NA,NA,25.53,"wx_tempavg15","06fdc57e58ff26d6",0,0
"1496","GCW","W",2022-06-16 13:45:00,"CS EE181",NA,NA,NA,25.86,"wx_tempavg15","760bb246ca78421f",0,0
"1497","GCW","W",2022-06-16 14:00:00,"CS EE181",NA,NA,NA,26,"wx_tempavg15","2a72cbe24ff8d11f",0,0
"1498","GCW","W",2022-06-16 14:15:00,"CS EE181",NA,NA,NA,26.48,"wx_tempavg15","c427005749ffd595",0,0
"1499","GCW","W",2022-06-16 14:30:00,"CS EE181",NA,NA,NA,26.62,"wx_tempavg15","541167154200e4cb",0,0
"1500","GCW","W",2022-06-16 14:45:00,"CS EE181",NA,NA,NA,26.52,"wx_tempavg15","fbe66fa952322239",0,0
"1501","GCW","W",2022-06-16 15:00:00,"CS EE181",NA,NA,NA,26.65,"wx_tempavg15","fbeadfa371b04b83",0,0
"1502","GCW","W",2022-06-16 15:15:00,"CS EE181",NA,NA,NA,27.06,"wx_tempavg15","ec48ddd52924cc2c",0,0
"1503","GCW","W",2022-06-16 15:30:00,"CS EE181",NA,NA,NA,27.81,"wx_tempavg15","22fcb981d5e0199f",0,0
"1504","GCW","W",2022-06-16 15:45:00,"CS EE181",NA,NA,NA,27.08,"wx_tempavg15","414183f86186943f",0,0
"1505","GCW","W",2022-06-16 16:00:00,"CS EE181",NA,NA,NA,26.36,"wx_tempavg15","07b40536823cc631",0,0
"1506","GCW","W",2022-06-16 16:15:00,"CS EE181",NA,NA,NA,25.69,"wx_tempavg15","b3e262c1774c973a",0,0
"1507","GCW","W",2022-06-16 16:30:00,"CS EE181",NA,NA,NA,24.94,"wx_tempavg15","ee00f449cd462f56",0,0
"1508","GCW","W",2022-06-16 16:45:00,"CS EE181",NA,NA,NA,24.45,"wx_tempavg15","b9813c907b6644e7",0,0
"1509","GCW","W",2022-06-16 17:00:00,"CS EE181",NA,NA,NA,24.31,"wx_tempavg15","c5aecb061ec12f2d",0,0
"1510","GCW","W",2022-06-16 17:15:00,"CS EE181",NA,NA,NA,24.37,"wx_tempavg15","d999ce0b2e9f2f6a",0,0
"1511","GCW","W",2022-06-16 17:30:00,"CS EE181",NA,NA,NA,24.22,"wx_tempavg15","8fa568fced4eb854",0,0
"1512","GCW","W",2022-06-16 17:45:00,"CS EE181",NA,NA,NA,24.17,"wx_tempavg15","4b5fa47c79280582",0,0
"1513","GCW","W",2022-06-16 18:00:00,"CS EE181",NA,NA,NA,24.09,"wx_tempavg15","ef073068df2c8fd5",0,0
"1514","GCW","W",2022-06-16 18:15:00,"CS EE181",NA,NA,NA,24.13,"wx_tempavg15","26fac8296a126e75",0,0
"1515","GCW","W",2022-06-16 18:30:00,"CS EE181",NA,NA,NA,24.13,"wx_tempavg15","9b3c0015a9137d4b",0,0
"1516","GCW","W",2022-06-16 18:45:00,"CS EE181",NA,NA,NA,24.15,"wx_tempavg15","e41c2d78972c4933",0,0
"1517","GCW","W",2022-06-16 19:00:00,"CS EE181",NA,NA,NA,24.12,"wx_tempavg15","913f24b5bb36015a",0,0
"1518","GCW","W",2022-06-16 19:15:00,"CS EE181",NA,NA,NA,24.07,"wx_tempavg15","c5c8dab2392d6901",0,0
"1519","GCW","W",2022-06-16 19:30:00,"CS EE181",NA,NA,NA,24.04,"wx_tempavg15","9e5a49dccd745524",0,0
"1520","GCW","W",2022-06-16 19:45:00,"CS EE181",NA,NA,NA,23.99,"wx_tempavg15","4ba3d7b43b3962ee",0,0
"1521","GCW","W",2022-06-16 20:00:00,"CS EE181",NA,NA,NA,23.98,"wx_tempavg15","11c50baaea5b7a92",0,0
"1522","GCW","W",2022-06-16 20:15:00,"CS EE181",NA,NA,NA,23.95,"wx_tempavg15","09123f9370d95023",0,0
"1523","GCW","W",2022-06-16 20:30:00,"CS EE181",NA,NA,NA,23.87,"wx_tempavg15","7f291990be7d4f76",0,0
"1524","GCW","W",2022-06-16 20:45:00,"CS EE181",NA,NA,NA,23.88,"wx_tempavg15","8b1db98028df473c",0,0
"1525","GCW","W",2022-06-16 21:00:00,"CS EE181",NA,NA,NA,23.84,"wx_tempavg15","dad8fa0a7738d5f4",0,0
"1526","GCW","W",2022-06-16 21:15:00,"CS EE181",NA,NA,NA,23.92,"wx_tempavg15","592a8e3cc06dcc3d",0,0
"1527","GCW","W",2022-06-16 21:30:00,"CS EE181",NA,NA,NA,24.05,"wx_tempavg15","041aef66865f7c94",0,0
"1528","GCW","W",2022-06-16 21:45:00,"CS EE181",NA,NA,NA,23.63,"wx_tempavg15","952e4b3c7c853cb8",0,0
"1529","GCW","W",2022-06-16 22:00:00,"CS EE181",NA,NA,NA,23.42,"wx_tempavg15","ff85f893357ecb79",0,0
"1530","GCW","W",2022-06-16 22:15:00,"CS EE181",NA,NA,NA,23.21,"wx_tempavg15","dc822675916a302e",0,0
"1531","GCW","W",2022-06-16 22:30:00,"CS EE181",NA,NA,NA,22.95,"wx_tempavg15","4ec0cbdf962fe19f",0,0
"1532","GCW","W",2022-06-16 22:45:00,"CS EE181",NA,NA,NA,22.88,"wx_tempavg15","867f8a9bd7cfe471",0,0
"1533","GCW","W",2022-06-16 23:00:00,"CS EE181",NA,NA,NA,22.87,"wx_tempavg15","9f83b4d799b3dceb",0,0
"1534","GCW","W",2022-06-16 23:15:00,"CS EE181",NA,NA,NA,22.7,"wx_tempavg15","e973f1c8af28e2b9",0,0
"1535","GCW","W",2022-06-16 23:30:00,"CS EE181",NA,NA,NA,22.54,"wx_tempavg15","41fe4efcbd553597",0,0
"1536","GCW","W",2022-06-16 23:45:00,"CS EE181",NA,NA,NA,22.47,"wx_tempavg15","edaac662766cdc57",0,0
"1537","GCW","W",2022-06-17,"CS EE181",NA,NA,NA,22.37,"wx_tempavg15","f31912666533132d",0,0
"1538","GCW","W",2022-06-17 00:15:00,"CS EE181",NA,NA,NA,22.26,"wx_tempavg15","9d229965dce34d7f",0,0
"1539","GCW","W",2022-06-17 00:30:00,"CS EE181",NA,NA,NA,22.17,"wx_tempavg15","8686ab36f7c897a7",0,0
"1540","GCW","W",2022-06-17 00:45:00,"CS EE181",NA,NA,NA,22.1,"wx_tempavg15","9e1ec702fde11329",0,0
"1541","GCW","W",2022-06-17 01:00:00,"CS EE181",NA,NA,NA,21.88,"wx_tempavg15","abe7deaf5732a39e",0,0
"1542","GCW","W",2022-06-17 01:15:00,"CS EE181",NA,NA,NA,21.89,"wx_tempavg15","26ab5e6abaa217ec",0,0
"1543","GCW","W",2022-06-17 01:30:00,"CS EE181",NA,NA,NA,21.89,"wx_tempavg15","8020fe93f3c79e26",0,0
"1544","GCW","W",2022-06-17 01:45:00,"CS EE181",NA,NA,NA,21.85,"wx_tempavg15","67695d1110b953bd",0,0
"1545","GCW","W",2022-06-17 02:00:00,"CS EE181",NA,NA,NA,21.7,"wx_tempavg15","1c2f26d63640fc41",0,0
"1546","GCW","W",2022-06-17 02:15:00,"CS EE181",NA,NA,NA,21.54,"wx_tempavg15","38f98274664f7248",0,0
"1547","GCW","W",2022-06-17 02:30:00,"CS EE181",NA,NA,NA,21.38,"wx_tempavg15","6a1eb3152bfb1073",0,0
"1548","GCW","W",2022-06-17 02:45:00,"CS EE181",NA,NA,NA,21.27,"wx_tempavg15","165548a91691dd00",0,0
"1549","GCW","W",2022-06-17 03:00:00,"CS EE181",NA,NA,NA,21.07,"wx_tempavg15","e1b6e438e69af063",0,0
"1550","GCW","W",2022-06-17 03:15:00,"CS EE181",NA,NA,NA,20.88,"wx_tempavg15","8997778d022a6ad0",0,0
"1551","GCW","W",2022-06-17 03:30:00,"CS EE181",NA,NA,NA,20.72,"wx_tempavg15","307e0b663afa2c2e",0,0
"1552","GCW","W",2022-06-17 03:45:00,"CS EE181",NA,NA,NA,20.61,"wx_tempavg15","8bedba31e332463c",0,0
"1553","GCW","W",2022-06-17 04:00:00,"CS EE181",NA,NA,NA,20.49,"wx_tempavg15","d60850e7f9bc7e1f",0,0
"1554","GCW","W",2022-06-17 04:15:00,"CS EE181",NA,NA,NA,20.41,"wx_tempavg15","fd42293f9067d5b9",0,0
"1555","GCW","W",2022-06-17 04:30:00,"CS EE181",NA,NA,NA,20.19,"wx_tempavg15","09680c966d93b161",0,0
"1556","GCW","W",2022-06-17 04:45:00,"CS EE181",NA,NA,NA,20.13,"wx_tempavg15","f782288cf89edd0e",0,0
"1557","GCW","W",2022-06-17 05:00:00,"CS EE181",NA,NA,NA,20.08,"wx_tempavg15","79b116031dffdaf6",0,0
"1558","GCW","W",2022-06-17 05:15:00,"CS EE181",NA,NA,NA,20.14,"wx_tempavg15","588244e96438bf12",0,0
"1559","GCW","W",2022-06-17 05:30:00,"CS EE181",NA,NA,NA,20.24,"wx_tempavg15","38969b2fb1724af7",0,0
"1560","GCW","W",2022-06-17 05:45:00,"CS EE181",NA,NA,NA,20.42,"wx_tempavg15","8d0cf0f3d7c06fe2",0,0
"1561","GCW","W",2022-06-17 06:00:00,"CS EE181",NA,NA,NA,20.93,"wx_tempavg15","8bc0240186218031",0,0
"1562","GCW","W",2022-06-17 06:15:00,"CS EE181",NA,NA,NA,21.26,"wx_tempavg15","daf886f6771ed1a7",0,0
"1563","GCW","W",2022-06-17 06:30:00,"CS EE181",NA,NA,NA,22.48,"wx_tempavg15","f45396dd37de4c65",0,0
"1564","GCW","W",2022-06-17 06:45:00,"CS EE181",NA,NA,NA,23.37,"wx_tempavg15","6e3ca4f3c78978ca",0,0
"1565","GCW","W",2022-06-17 07:00:00,"CS EE181",NA,NA,NA,23.87,"wx_tempavg15","c5971a5f318d41af",0,0
"1566","GCW","W",2022-06-17 07:15:00,"CS EE181",NA,NA,NA,25.16,"wx_tempavg15","706da06a6b7ba190",0,0
"1567","GCW","W",2022-06-17 07:30:00,"CS EE181",NA,NA,NA,25.86,"wx_tempavg15","783f32c8fc7a3d49",0,0
"1568","GCW","W",2022-06-17 07:45:00,"CS EE181",NA,NA,NA,26.55,"wx_tempavg15","c72d04e49a9af513",0,0
"1569","GCW","W",2022-06-17 08:00:00,"CS EE181",NA,NA,NA,27.46,"wx_tempavg15","be18e3d0bab5c72d",0,0
"1570","GCW","W",2022-06-17 08:15:00,"CS EE181",NA,NA,NA,28.11,"wx_tempavg15","20b057531cbe2b7f",0,0
"1571","GCW","W",2022-06-17 08:30:00,"CS EE181",NA,NA,NA,28.86,"wx_tempavg15","3b718b04e2b0a495",0,0
"1572","GCW","W",2022-06-17 08:45:00,"CS EE181",NA,NA,NA,29.47,"wx_tempavg15","7dcf6b8f305cdd9b",0,0
"1573","GCW","W",2022-06-17 09:00:00,"CS EE181",NA,NA,NA,30.04,"wx_tempavg15","c72e15f306fa4452",0,0
"1574","GCW","W",2022-06-17 09:15:00,"CS EE181",NA,NA,NA,30.56,"wx_tempavg15","c0295da3d293cc37",0,0
"1575","GCW","W",2022-06-17 09:30:00,"CS EE181",NA,NA,NA,31.04,"wx_tempavg15","a5c7fa9182ed7c48",0,0
"1576","GCW","W",2022-06-17 09:45:00,"CS EE181",NA,NA,NA,31.48,"wx_tempavg15","07de23972d5e9dc0",0,0
"1577","GCW","W",2022-06-17 10:00:00,"CS EE181",NA,NA,NA,31.71,"wx_tempavg15","15f1cf6de7dfd6fd",0,0
"1578","GCW","W",2022-06-17 10:15:00,"CS EE181",NA,NA,NA,31.91,"wx_tempavg15","db63ec8ae652b413",0,0
"1579","GCW","W",2022-06-17 10:30:00,"CS EE181",NA,NA,NA,32.05,"wx_tempavg15","a4a422c17c5aa4bf",0,0
"1580","GCW","W",2022-06-17 10:45:00,"CS EE181",NA,NA,NA,32.36,"wx_tempavg15","40ff54af6fe2ae46",0,0
"1581","GCW","W",2022-06-17 11:00:00,"CS EE181",NA,NA,NA,32.4,"wx_tempavg15","3fb4b456e217e59e",0,0
"1582","GCW","W",2022-06-17 11:15:00,"CS EE181",NA,NA,NA,32.49,"wx_tempavg15","9be17d32f3b9ef61",0,0
"1583","GCW","W",2022-06-17 11:30:00,"CS EE181",NA,NA,NA,32.59,"wx_tempavg15","e394c2d93358a751",0,0
"1584","GCW","W",2022-06-17 11:45:00,"CS EE181",NA,NA,NA,32.72,"wx_tempavg15","9d848720a21612d0",0,0
"1585","GCW","W",2022-06-17 12:00:00,"CS EE181",NA,NA,NA,32.89,"wx_tempavg15","e3769241f7b6dc69",0,0
"1586","GCW","W",2022-06-17 12:15:00,"CS EE181",NA,NA,NA,33.16,"wx_tempavg15","b70c272f3d769596",0,0
"1587","GCW","W",2022-06-17 12:30:00,"CS EE181",NA,NA,NA,33.69,"wx_tempavg15","c0918bcabe0665fd",0,0
"1588","GCW","W",2022-06-17 12:45:00,"CS EE181",NA,NA,NA,34.13,"wx_tempavg15","60bf06b7647059df",0,0
"1589","GCW","W",2022-06-17 13:00:00,"CS EE181",NA,NA,NA,33.36,"wx_tempavg15","d572110d57098bee",0,0
"1590","GCW","W",2022-06-17 13:15:00,"CS EE181",NA,NA,NA,33.08,"wx_tempavg15","6027a7223c03798d",0,0
"1591","GCW","W",2022-06-17 13:30:00,"CS EE181",NA,NA,NA,33.64,"wx_tempavg15","943b7906fc6b2b41",0,0
"1592","GCW","W",2022-06-17 13:45:00,"CS EE181",NA,NA,NA,34.06,"wx_tempavg15","2179d7b658d66103",0,0
"1593","GCW","W",2022-06-17 14:00:00,"CS EE181",NA,NA,NA,33.84,"wx_tempavg15","8428dc528eb783f2",0,0
"1594","GCW","W",2022-06-17 14:15:00,"CS EE181",NA,NA,NA,33.65,"wx_tempavg15","378e6c342b1fb853",0,0
"1595","GCW","W",2022-06-17 14:30:00,"CS EE181",NA,NA,NA,34.01,"wx_tempavg15","72c4b26ec279dee7",0,0
"1596","GCW","W",2022-06-17 14:45:00,"CS EE181",NA,NA,NA,34.43,"wx_tempavg15","ba185c8fbebe27e2",0,0
"1597","GCW","W",2022-06-17 15:00:00,"CS EE181",NA,NA,NA,34.42,"wx_tempavg15","316b09c5979b5e8f",0,0
"1598","GCW","W",2022-06-17 15:15:00,"CS EE181",NA,NA,NA,34.48,"wx_tempavg15","67941c3b53168880",0,0
"1599","GCW","W",2022-06-17 15:30:00,"CS EE181",NA,NA,NA,32.69,"wx_tempavg15","33f04e4742a13bdd",0,0
"1600","GCW","W",2022-06-17 15:45:00,"CS EE181",NA,NA,NA,32.03,"wx_tempavg15","f69005278542506e",0,0
"1601","GCW","W",2022-06-17 16:00:00,"CS EE181",NA,NA,NA,32.3,"wx_tempavg15","d74b4c143551eec2",0,0
"1602","GCW","W",2022-06-17 16:15:00,"CS EE181",NA,NA,NA,32.97,"wx_tempavg15","d5d8a2890e7b0832",0,0
"1603","GCW","W",2022-06-17 16:30:00,"CS EE181",NA,NA,NA,33.51,"wx_tempavg15","87fb3778bbeac826",0,0
"1604","GCW","W",2022-06-17 16:45:00,"CS EE181",NA,NA,NA,33.64,"wx_tempavg15","434896d65c726974",0,0
"1605","GCW","W",2022-06-17 17:00:00,"CS EE181",NA,NA,NA,33.67,"wx_tempavg15","3fa0de51c8dddb34",0,0
"1606","GCW","W",2022-06-17 17:15:00,"CS EE181",NA,NA,NA,33.33,"wx_tempavg15","6698381adef47116",0,0
"1607","GCW","W",2022-06-17 17:30:00,"CS EE181",NA,NA,NA,32.8,"wx_tempavg15","0a1e104fd4e377d1",0,0
"1608","GCW","W",2022-06-17 17:45:00,"CS EE181",NA,NA,NA,32.36,"wx_tempavg15","8efa3a925618a0e3",0,0
"1609","GCW","W",2022-06-17 18:00:00,"CS EE181",NA,NA,NA,31.35,"wx_tempavg15","feee5e8ed70f114f",0,0
"1610","GCW","W",2022-06-17 18:15:00,"CS EE181",NA,NA,NA,30.59,"wx_tempavg15","77e7968e6acab555",0,0
"1611","GCW","W",2022-06-17 18:30:00,"CS EE181",NA,NA,NA,30.24,"wx_tempavg15","88dd7af8371a2e85",0,0
"1612","GCW","W",2022-06-17 18:45:00,"CS EE181",NA,NA,NA,29.77,"wx_tempavg15","1fdbc96132554771",0,0
"1613","GCW","W",2022-06-17 19:00:00,"CS EE181",NA,NA,NA,30.07,"wx_tempavg15","b0f74e3ce3635b50",0,0
"1614","GCW","W",2022-06-17 19:15:00,"CS EE181",NA,NA,NA,30.61,"wx_tempavg15","460c88c2d0a69de0",0,0
"1615","GCW","W",2022-06-17 19:30:00,"CS EE181",NA,NA,NA,29.53,"wx_tempavg15","16f730ac810e034e",0,0
"1616","GCW","W",2022-06-17 19:45:00,"CS EE181",NA,NA,NA,28.75,"wx_tempavg15","74201ac91e815c39",0,0
"1617","GCW","W",2022-06-17 20:00:00,"CS EE181",NA,NA,NA,28.75,"wx_tempavg15","1b3169d27f01cccc",0,0
"1618","GCW","W",2022-06-17 20:15:00,"CS EE181",NA,NA,NA,28.39,"wx_tempavg15","6876d2ca9b1bc2b1",0,0
"1619","GCW","W",2022-06-17 20:30:00,"CS EE181",NA,NA,NA,27.8,"wx_tempavg15","7d196c2617e40b9f",0,0
"1620","GCW","W",2022-06-17 20:45:00,"CS EE181",NA,NA,NA,26.88,"wx_tempavg15","0bdd5256fb896791",0,0
"1621","GCW","W",2022-06-17 21:00:00,"CS EE181",NA,NA,NA,25.94,"wx_tempavg15","3cdf03b0834ff93c",0,0
"1622","GCW","W",2022-06-17 21:15:00,"CS EE181",NA,NA,NA,25.69,"wx_tempavg15","b38c9def05d98ae6",0,0
"1623","GCW","W",2022-06-17 21:30:00,"CS EE181",NA,NA,NA,24.42,"wx_tempavg15","3b16e3e86ee2bed2",0,0
"1624","GCW","W",2022-06-17 21:45:00,"CS EE181",NA,NA,NA,23.83,"wx_tempavg15","39e266babf98c3d6",0,0
"1625","GCW","W",2022-06-17 22:00:00,"CS EE181",NA,NA,NA,24.38,"wx_tempavg15","5692f72e298a5611",0,0
"1626","GCW","W",2022-06-17 22:15:00,"CS EE181",NA,NA,NA,23.96,"wx_tempavg15","dfab907445e50ed6",0,0
"1627","GCW","W",2022-06-17 22:30:00,"CS EE181",NA,NA,NA,22.99,"wx_tempavg15","14e49bcbf55ce3c2",0,0
"1628","GCW","W",2022-06-17 22:45:00,"CS EE181",NA,NA,NA,22.96,"wx_tempavg15","dc4e2c7a7a767410",0,0
"1629","GCW","W",2022-06-17 23:00:00,"CS EE181",NA,NA,NA,23.57,"wx_tempavg15","841c06409b624d57",0,0
"1630","GCW","W",2022-06-17 23:15:00,"CS EE181",NA,NA,NA,24.62,"wx_tempavg15","9d85815f6f7eef27",0,0
"1631","GCW","W",2022-06-17 23:30:00,"CS EE181",NA,NA,NA,24.89,"wx_tempavg15","4c6e0b6fefa7084f",0,0
"1632","GCW","W",2022-06-17 23:45:00,"CS EE181",NA,NA,NA,24.75,"wx_tempavg15","cf050c75bf616021",0,0
"1633","GCW","W",2022-06-18,"CS EE181",NA,NA,NA,24.63,"wx_tempavg15","628e4c637a63c2fb",0,0
"1634","GCW","W",2022-06-18 00:15:00,"CS EE181",NA,NA,NA,24.37,"wx_tempavg15","6d0939eb512e13a8",0,0
"1635","GCW","W",2022-06-18 00:30:00,"CS EE181",NA,NA,NA,23.69,"wx_tempavg15","654392f6d41081b9",0,0
"1636","GCW","W",2022-06-18 00:45:00,"CS EE181",NA,NA,NA,23,"wx_tempavg15","cf3d2d1b73b273b6",0,0
"1637","GCW","W",2022-06-18 01:00:00,"CS EE181",NA,NA,NA,22.66,"wx_tempavg15","aa22410ebc57b6e7",0,0
"1638","GCW","W",2022-06-18 01:15:00,"CS EE181",NA,NA,NA,22.25,"wx_tempavg15","dd6044e49ecb0841",0,0
"1639","GCW","W",2022-06-18 01:30:00,"CS EE181",NA,NA,NA,21.86,"wx_tempavg15","f90e2eb30ff4d536",0,0
"1640","GCW","W",2022-06-18 01:45:00,"CS EE181",NA,NA,NA,21.5,"wx_tempavg15","fceaaa930ba17cde",0,0
"1641","GCW","W",2022-06-18 02:00:00,"CS EE181",NA,NA,NA,20.91,"wx_tempavg15","8496c375fb7e179f",0,0
"1642","GCW","W",2022-06-18 02:15:00,"CS EE181",NA,NA,NA,20.28,"wx_tempavg15","5360b755787ec814",0,0
"1643","GCW","W",2022-06-18 02:30:00,"CS EE181",NA,NA,NA,19.93,"wx_tempavg15","a8845ca7035bdfee",0,0
"1644","GCW","W",2022-06-18 02:45:00,"CS EE181",NA,NA,NA,19.67,"wx_tempavg15","ee7890ea28423bd7",0,0
"1645","GCW","W",2022-06-18 03:00:00,"CS EE181",NA,NA,NA,19.51,"wx_tempavg15","ddd1a398097417af",0,0
"1646","GCW","W",2022-06-18 03:15:00,"CS EE181",NA,NA,NA,19.1,"wx_tempavg15","74980df64451f1cd",0,0
"1647","GCW","W",2022-06-18 03:30:00,"CS EE181",NA,NA,NA,19.35,"wx_tempavg15","9352e35ca5bfb896",0,0
"1648","GCW","W",2022-06-18 03:45:00,"CS EE181",NA,NA,NA,18.73,"wx_tempavg15","a2d452ad073d6815",0,0
"1649","GCW","W",2022-06-18 04:00:00,"CS EE181",NA,NA,NA,18.46,"wx_tempavg15","bac140c12e34c728",0,0
"1650","GCW","W",2022-06-18 04:15:00,"CS EE181",NA,NA,NA,18.47,"wx_tempavg15","a587694071fbb706",0,0
"1651","GCW","W",2022-06-18 04:30:00,"CS EE181",NA,NA,NA,18.39,"wx_tempavg15","bb581519f0c0f266",0,0
"1652","GCW","W",2022-06-18 04:45:00,"CS EE181",NA,NA,NA,18.33,"wx_tempavg15","dbe488e1aad3e9c0",0,0
"1653","GCW","W",2022-06-18 05:00:00,"CS EE181",NA,NA,NA,18.33,"wx_tempavg15","f1cc156a5b52d07c",0,0
"1654","GCW","W",2022-06-18 05:15:00,"CS EE181",NA,NA,NA,19.28,"wx_tempavg15","f6594761aa6ab296",0,0
"1655","GCW","W",2022-06-18 05:30:00,"CS EE181",NA,NA,NA,20,"wx_tempavg15","804f238e3b01a80e",0,0
"1656","GCW","W",2022-06-18 05:45:00,"CS EE181",NA,NA,NA,20.57,"wx_tempavg15","d270636d3cf3c145",0,0
"1657","GCW","W",2022-06-18 06:00:00,"CS EE181",NA,NA,NA,20.58,"wx_tempavg15","148c625960eb396a",0,0
"1658","GCW","W",2022-06-18 06:15:00,"CS EE181",NA,NA,NA,20.92,"wx_tempavg15","cc05ffe78ede0990",0,0
"1659","GCW","W",2022-06-18 06:30:00,"CS EE181",NA,NA,NA,21.51,"wx_tempavg15","985cc93dc4b3e4e3",0,0
"1660","GCW","W",2022-06-18 06:45:00,"CS EE181",NA,NA,NA,21.92,"wx_tempavg15","5cf2374c9302a12f",0,0
"1661","GCW","W",2022-06-18 07:00:00,"CS EE181",NA,NA,NA,22.31,"wx_tempavg15","e07d2a09677e2cb5",0,0
"1662","GCW","W",2022-06-18 07:15:00,"CS EE181",NA,NA,NA,22.52,"wx_tempavg15","6e5cdbdaefaaa02a",0,0
"1663","GCW","W",2022-06-18 07:30:00,"CS EE181",NA,NA,NA,22.56,"wx_tempavg15","4d765fa4710acc7e",0,0
"1664","GCW","W",2022-06-18 07:45:00,"CS EE181",NA,NA,NA,22.39,"wx_tempavg15","ee73e058c8914c61",0,0
"1665","GCW","W",2022-06-18 08:00:00,"CS EE181",NA,NA,NA,22.26,"wx_tempavg15","f53ce1116ec3ae70",0,0
"1666","GCW","W",2022-06-18 08:15:00,"CS EE181",NA,NA,NA,22.29,"wx_tempavg15","dcb185c3ef868517",0,0
"1667","GCW","W",2022-06-18 08:30:00,"CS EE181",NA,NA,NA,21.72,"wx_tempavg15","302485b213c60530",0,0
"1668","GCW","W",2022-06-18 08:45:00,"CS EE181",NA,NA,NA,21.27,"wx_tempavg15","d6c174472647beac",0,0
"1669","GCW","W",2022-06-18 09:00:00,"CS EE181",NA,NA,NA,21.34,"wx_tempavg15","3486ee56e835f072",0,0
"1670","GCW","W",2022-06-18 09:15:00,"CS EE181",NA,NA,NA,21.5,"wx_tempavg15","1662a0c03a2a8f83",0,0
"1671","GCW","W",2022-06-18 09:30:00,"CS EE181",NA,NA,NA,21.62,"wx_tempavg15","bb1562fd9dc02520",0,0
"1672","GCW","W",2022-06-18 09:45:00,"CS EE181",NA,NA,NA,21.91,"wx_tempavg15","07740308644efb1e",0,0
"1673","GCW","W",2022-06-18 10:00:00,"CS EE181",NA,NA,NA,21.88,"wx_tempavg15","7172bd360494d86c",0,0
"1674","GCW","W",2022-06-18 10:15:00,"CS EE181",NA,NA,NA,21.91,"wx_tempavg15","de54f378ac47d52e",0,0
"1675","GCW","W",2022-06-18 10:30:00,"CS EE181",NA,NA,NA,22.42,"wx_tempavg15","cc04ee7f611918a1",0,0
"1676","GCW","W",2022-06-18 10:45:00,"CS EE181",NA,NA,NA,21.96,"wx_tempavg15","947876f3cb9de451",0,0
"1677","GCW","W",2022-06-18 11:00:00,"CS EE181",NA,NA,NA,21.75,"wx_tempavg15","688637b5f2b881eb",0,0
"1678","GCW","W",2022-06-18 11:15:00,"CS EE181",NA,NA,NA,21.39,"wx_tempavg15","754b5ffb3c657672",0,0
"1679","GCW","W",2022-06-18 11:30:00,"CS EE181",NA,NA,NA,21.36,"wx_tempavg15","b1e37022a7483e74",0,0
"1680","GCW","W",2022-06-18 11:45:00,"CS EE181",NA,NA,NA,21.58,"wx_tempavg15","a9a3f5073bf2da3c",0,0
"1681","GCW","W",2022-06-18 12:00:00,"CS EE181",NA,NA,NA,21.14,"wx_tempavg15","9b4720f720cfaae8",0,0
